card_id,set_codigo,numero,nome,score_olhos_fechados,score_dormindo
sv10.5w-004,WHT,4,Cottonee,0.8312832117080688,0.24166762828826904
sv10.5w-005,WHT,5,Whimsicott ex,0.7087672352790833,0.26557010412216187
sv10.5w-006,WHT,6,Deerling,0.8794342279434204,0.6936245560646057
sv10.5w-007,WHT,7,Sawsbuck,0.578683078289032,0.26797762513160706
sv10.5w-008,WHT,8,Shelmet,0.6618272662162781,0.1128225177526474
sv10.5w-009,WHT,9,Accelgor,0.41021254658699036,0.036193765699863434
sv10.5w-010,WHT,10,Virizion,0.6755906939506531,0.09482003003358841
sv10.5w-011,WHT,11,Tepig,0.676943302154541,0.08054937422275543
sv10.5w-012,WHT,12,Pignite,0.6595109701156616,0.26518818736076355
sv10.5w-013,WHT,13,Emboar,0.372862845659256,0.22844383120536804
sv10.5w-014,WHT,14,Pansear,0.4838760793209076,0.15301497280597687
sv10.5w-015,WHT,15,Simisear,0.6526241898536682,0.22708913683891296
sv10.5w-016,WHT,16,Litwick,0.3250705301761627,0.1964697390794754
sv10.5w-017,WHT,17,Lampent,0.25382524728775024,0.03893657773733139
sv10.5w-018,WHT,18,Chandelure,0.19061453640460968,0.2908231019973755
sv10.5w-019,WHT,19,Heatmor,0.3664112687110901,0.2987494468688965
sv10.5w-020,WHT,20,Reshiram ex,0.5862952470779419,0.18843157589435577
sv10.5w-021,WHT,21,Oshawott,0.7727635502815247,0.33879542350769043
sv10.5w-022,WHT,22,Dewott,0.5875613689422607,0.4619334638118744
sv10.5w-023,WHT,23,Samurott,0.6212061643600464,0.08117310702800751
sv10.5w-024,WHT,24,Basculin,0.5001950263977051,0.19985949993133545
sv10.5w-025,WHT,25,Ducklett,0.7957548499107361,0.15521171689033508
sv10.5w-026,WHT,26,Swanna,0.923251211643219,0.8607166409492493
sv10.5w-027,WHT,27,Vanillite,0.5462800860404968,0.17340517044067383
sv10.5w-028,WHT,28,Vanillish,0.7450428009033203,0.38599738478660583
sv10.5w-029,WHT,29,Vanilluxe,0.490640252828598,0.039032477885484695
sv10.5w-030,WHT,30,Keldeo ex,0.8515240550041199,0.05285821482539177
sv10.5w-031,WHT,31,Blitzle,0.7166073322296143,0.6841148138046265
sv10.5w-032,WHT,32,Zebstrika,0.629190981388092,0.3197176456451416
sv10.5w-033,WHT,33,Joltik,0.5130866765975952,0.49016985297203064
sv10.5w-034,WHT,34,Galvantula,0.6647129058837891,0.12146616727113724
sv10.5w-035,WHT,35,Stunfisk,0.5694814324378967,0.7126100659370422
sv10.5w-036,WHT,36,Woobat,0.4324125647544861,0.5343832969665527
sv10.5w-037,WHT,37,Swoobat,0.38672909140586853,0.697923481464386
sv10.5w-038,WHT,38,Sigilyph,0.5382319688796997,0.013521408662199974
sv10.5w-039,WHT,39,Yamask,0.40775662660598755,0.03086048923432827
sv10.5w-040,WHT,40,Cofagrigus,0.2916455566883087,0.1825808882713318
sv10.5w-041,WHT,41,Gothita,0.5903668999671936,0.7179374694824219
sv10.5w-042,WHT,42,Gothorita,0.26173800230026245,0.02730492129921913
sv10.5w-043,WHT,43,Gothitelle,0.3180294930934906,0.019368382170796394
sv10.5w-044,WHT,44,Frillish,0.3852301239967346,0.3802127242088318
sv10.5w-045,WHT,45,Jellicent ex,0.341546893119812,0.01893082819879055
sv10.5w-046,WHT,46,Roggenrola,0.30709049105644226,0.5135507583618164
sv10.5w-047,WHT,47,Boldore,0.49679139256477356,0.14255589246749878
sv10.5w-048,WHT,48,Gigalith,0.36504366993904114,0.18750667572021484
sv10.5w-049,WHT,49,Sawk,0.5095522403717041,0.09987038373947144
sv10.5w-050,WHT,50,Archen,0.5647062063217163,0.0659966766834259
sv10.5w-051,WHT,51,Archeops,0.6767171621322632,0.018453193828463554
sv10.5w-052,WHT,52,Mienfoo,0.8820533752441406,0.8082754015922546
sv10.5w-053,WHT,53,Mienshao,0.8634811639785767,0.26130223274230957
sv10.5w-054,WHT,54,Terrakion,0.1353994607925415,0.16241896152496338
sv10.5w-055,WHT,55,Purrloin,0.3972819447517395,0.05188383162021637
sv10.5w-056,WHT,56,Liepard,0.4370565414428711,0.06814172863960266
sv10.5w-057,WHT,57,Scraggy,0.8073598146438599,0.1901993751525879
sv10.5w-058,WHT,58,Scrafty,0.6482676267623901,0.379339337348938
sv10.5w-059,WHT,59,Trubbish,0.9718915820121765,0.9605639576911926
sv10.5w-060,WHT,60,Garbodor,0.9043087959289551,0.48194047808647156
sv10.5w-061,WHT,61,Zorua,0.5026922225952148,0.21312053501605988
sv10.5w-062,WHT,62,Zoroark,0.49042055010795593,0.09840544313192368
sv10.5w-063,WHT,63,Vullaby,0.83509361743927,0.34325745701789856
sv10.5w-064,WHT,64,Mandibuzz,0.4859398901462555,0.1240236833691597
sv10.5w-065,WHT,65,Deino,0.5589684247970581,0.288533091545105
sv10.5w-066,WHT,66,Zweilous,0.30155080556869507,0.17596469819545746
sv10.5w-067,WHT,67,Hydreigon ex,0.2939192056655884,0.05207924172282219
sv10.5w-068,WHT,68,Ferroseed,0.7329253554344177,0.6383422613143921
sv10.5w-069,WHT,69,Ferrothorn,0.20733633637428284,0.04731690511107445
sv10.5w-070,WHT,70,Durant,0.6049606204032898,0.27608323097229004
sv10.5w-071,WHT,71,Druddigon,0.7586992383003235,0.21750271320343018
sv10.5w-072,WHT,72,Patrat,0.5857474207878113,0.1478356122970581
sv10.5w-073,WHT,73,Watchog,0.8522201180458069,0.13191275298595428
sv10.5w-074,WHT,74,Lillipup,0.6707481145858765,0.6253469586372375
sv10.5w-075,WHT,75,Herdier,0.5920236706733704,0.18015624582767487
sv10.5w-076,WHT,76,Stoutland,0.81168532371521,0.43394917249679565
sv10.5w-077,WHT,77,Bouffalant ex,0.7220660448074341,0.2037731260061264
sv10.5w-078,WHT,78,Tornadus,0.7213431000709534,0.2146483212709427
sv10.5w-087,WHT,87,Sewaddle,0.7419199347496033,0.7391106486320496
sv10.5w-088,WHT,88,Swadloon,0.779128909111023,0.7899694442749023
sv10.5w-089,WHT,89,Leavanny,0.880064845085144,0.812444269657135
sv10.5w-090,WHT,90,Cottonee,0.964255690574646,0.7267700433731079
sv10.5w-091,WHT,91,Deerling,0.8411529660224915,0.5805819630622864
sv10.5w-092,WHT,92,Sawsbuck,0.5677114725112915,0.6442058682441711
sv10.5w-093,WHT,93,Shelmet,0.7937111854553223,0.24464979767799377
sv10.5w-094,WHT,94,Accelgor,0.4484706521034241,0.12904046475887299
sv10.5w-095,WHT,95,Virizion,0.5076249837875366,0.36295247077941895
sv10.5w-096,WHT,96,Tepig,0.7659002542495728,0.2918946146965027
sv10.5w-097,WHT,97,Pignite,0.6424771547317505,0.0887146145105362
sv10.5w-098,WHT,98,Emboar,0.1176186352968216,0.15779300034046173
sv10.5w-099,WHT,99,Pansear,0.9717750549316406,0.5724020600318909
sv10.5w-100,WHT,100,Simisear,0.4489292502403259,0.7561389207839966
sv10.5w-101,WHT,101,Litwick,0.2956487834453583,0.605904757976532
sv10.5w-102,WHT,102,Lampent,0.10682063549757004,0.0586523711681366
sv10.5w-103,WHT,103,Chandelure,0.2725544273853302,0.3215556740760803
sv10.5w-104,WHT,104,Heatmor,0.4067680537700653,0.26947465538978577
sv10.5w-105,WHT,105,Oshawott,0.49167710542678833,0.10319375991821289
sv10.5w-106,WHT,106,Dewott,0.6014577746391296,0.483877569437027
sv10.5w-107,WHT,107,Samurott,0.6508340835571289,0.30985966324806213
sv10.5w-108,WHT,108,Basculin,0.6869269609451294,0.6428114175796509
sv10.5w-109,WHT,109,Ducklett,0.4050478935241699,0.053791094571352005
sv10.5w-110,WHT,110,Swanna,0.8817175626754761,0.17924024164676666
sv10.5w-111,WHT,111,Vanillite,0.8892830610275269,0.5613909363746643
sv10.5w-112,WHT,112,Vanillish,0.5577831864356995,0.07266883552074432
sv10.5w-113,WHT,113,Vanilluxe,0.8719875812530518,0.16482973098754883
sv10.5w-114,WHT,114,Blitzle,0.6248708963394165,0.5411549806594849
sv10.5w-115,WHT,115,Zebstrika,0.4657870829105377,0.10119391232728958
sv10.5w-116,WHT,116,Joltik,0.6094383597373962,0.025570014491677284
sv10.5w-117,WHT,117,Galvantula,0.5205605626106262,0.1777261197566986
sv10.5w-118,WHT,118,Stunfisk,0.9559623599052429,0.9683239459991455
sv10.5w-119,WHT,119,Woobat,0.10693826526403427,0.19418509304523468
sv10.5w-120,WHT,120,Swoobat,0.4613822102546692,0.6511602997779846
sv10.5w-121,WHT,121,Sigilyph,0.30808207392692566,0.07050395011901855
sv10.5w-122,WHT,122,Yamask,0.9003881812095642,0.1311345398426056
sv10.5w-123,WHT,123,Cofagrigus,0.5790224671363831,0.08937167376279831
sv10.5w-124,WHT,124,Gothita,0.370526522397995,0.8045154213905334
sv10.5w-125,WHT,125,Gothorita,0.7504573464393616,0.029421783983707428
sv10.5w-126,WHT,126,Frillish,0.630355179309845,0.188216432929039
sv10.5w-127,WHT,127,Roggenrola,0.3906528949737549,0.3562362492084503
sv10.5w-128,WHT,128,Boldore,0.36938396096229553,0.20675356686115265
sv10.5w-129,WHT,129,Gigalith,0.20605935156345367,0.4996299743652344
sv10.5w-130,WHT,130,Sawk,0.7584407329559326,0.17676179111003876
sv10.5w-131,WHT,131,Archen,0.5367075204849243,0.32300710678100586
sv10.5w-132,WHT,132,Archeops,0.5033864378929138,0.6920211911201477
sv10.5w-133,WHT,133,Mienfoo,0.8748241066932678,0.7381104826927185
sv10.5w-134,WHT,134,Mienshao,0.9093915820121765,0.06796619296073914
sv10.5w-135,WHT,135,Terrakion,0.6057653427124023,0.239485502243042
sv10.5w-136,WHT,136,Purrloin,0.1022847443819046,0.3990823030471802
sv10.5w-137,WHT,137,Liepard,0.6570813059806824,0.5241644382476807
sv10.5w-138,WHT,138,Scraggy,0.8464892506599426,0.37996867299079895
sv10.5w-139,WHT,139,Scrafty,0.4147993326187134,0.2903241217136383
sv10.5w-140,WHT,140,Trubbish,0.7487687468528748,0.28046008944511414
sv10.5w-141,WHT,141,Garbodor,0.5655063390731812,0.5167754888534546
sv10.5w-142,WHT,142,Zorua,0.6646151542663574,0.08512281626462936
sv10.5w-143,WHT,143,Zoroark,0.28457212448120117,0.17489665746688843
sv10.5w-144,WHT,144,Vullaby,0.8205140829086304,0.3636632263660431
sv10.5w-145,WHT,145,Mandibuzz,0.38458752632141113,0.5187975764274597
sv10.5w-146,WHT,146,Deino,0.6096295118331909,0.2594267427921295
sv10.5w-147,WHT,147,Zweilous,0.44594284892082214,0.1703914850950241
sv10.5w-148,WHT,148,Ferroseed,0.7096884250640869,0.585401177406311
sv10.5w-149,WHT,149,Ferrothorn,0.3728685975074768,0.04900601506233215
sv10.5w-150,WHT,150,Durant,0.3059009909629822,0.5145003795623779
sv10.5w-151,WHT,151,Druddigon,0.40278390049934387,0.21326322853565216
sv10.5w-152,WHT,152,Patrat,0.7194606065750122,0.31449979543685913
sv10.5w-153,WHT,153,Watchog,0.8683377504348755,0.15859512984752655
sv10.5w-154,WHT,154,Lillipup,0.7004815936088562,0.8535028100013733
sv10.5w-155,WHT,155,Herdier,0.5575018525123596,0.32495754957199097
sv10.5w-156,WHT,156,Stoutland,0.8251878619194031,0.963761031627655
sv10.5w-157,WHT,157,Whimsicott ex,0.8905114531517029,0.13852891325950623
sv10.5w-158,WHT,158,Reshiram ex,0.6958574056625366,0.3170643746852875
sv10.5w-159,WHT,159,Keldeo ex,0.7848007678985596,0.10530196875333786
sv10.5w-160,WHT,160,Jellicent ex,0.5261616110801697,0.49193069338798523
sv10.5w-161,WHT,161,Hydreigon ex,0.6205663681030273,0.037498679012060165
sv10.5w-162,WHT,162,Bouffalant ex,0.837258517742157,0.20589400827884674
sv10.5w-165,WHT,165,Whimsicott ex,0.9002769589424133,0.24026556313037872
sv10.5w-166,WHT,166,Reshiram ex,0.5794979929924011,0.3985637128353119
sv10.5w-167,WHT,167,Keldeo ex,0.5017862319946289,0.12047760933637619
sv10.5w-168,WHT,168,Jellicent ex,0.9117764830589294,0.5045536756515503
sv10.5w-169,WHT,169,Hydreigon ex,0.2016562521457672,0.030491111800074577
sv10.5w-170,WHT,170,Bouffalant ex,0.6639519929885864,0.3352063000202179
sv10.5w-172,WHT,172,Victini,0.5573691725730896,0.2783985435962677
sv10.5w-173,WHT,173,Reshiram ex,0.47461503744125366,0.5306516885757446
