card_id,y,prob
svp-181,0,0.12337094
sv02-104,0,0.12291197
sv02-274,0,0.12221183
sv05-043,0,0.12220328
svp-020,0,0.12209629
sv02-077,0,0.121950954
svp-184,0,0.121811144
sv05-041,0,0.12168214
sv02-215,0,0.12159841
sv03.5-076,0,0.12151918
sv05-040,0,0.12128713
svp-168,0,0.12126295
swsh5-179,0,0.12103848
sv02-051,0,0.12048902
sv10.5w-069,0,0.12018019
sv03.5-202,0,0.120087475
sv02-006,0,0.12002469
sv07-047,0,0.1198997
sv02-086,0,0.11979053
sv02-236,0,0.11954265
sv10.5w-017,0,0.119532876
sv02-245,0,0.11944749
sv02-033,0,0.1193389
sv07-128,0,0.119062886
sv10.5w-067,0,0.11859356
svp-071,0,0.11841193
sv07-173,0,0.11833239
sv02-271,0,0.1181546
sv02-154,0,0.11786311
sv02-132,0,0.11781954
sv05-023,0,0.11759241
sv05-057,0,0.117286146
swsh5-80,0,0.1172733
sv07-003,0,0.11726042
sv03.5-111,0,0.11713783
sv05-050,0,0.116980955
sv03.5-055,0,0.11675643
sv05-205,0,0.11603651
sv02-146,0,0.115524076
svp-206,0,0.11530347
svp-125,0,0.115273125
sv05-007,0,0.11494146
sv10.5w-161,0,0.11448881
svp-080,0,0.11447651
sv07-167,0,0.11419327
sv02-135,0,0.113760546
svp-076,0,0.11364943
sv03.5-073,0,0.11361126
svp-021,0,0.11314812
swsh5-15,0,0.11309318
svp-117,0,0.11271157
sv02-055,0,0.112290986
sv05-114,0,0.1122052
sv10.5w-009,0,0.112142056
swsh5-6,0,0.11195421
swsh5-110,0,0.111939356
svp-077,0,0.111871205
sv03.5-082,0,0.111867726
sv02-087,0,0.11184815
sv03.5-125,0,0.111560464
svp-103,0,0.11153652
swsh5-99,0,0.11152103
sv10.5w-032,0,0.111186914
sv05-061,0,0.1109513
sv05-029,0,0.11081994
sv02-200,0,0.11028623
sv07-086,0,0.110218264
sv10.5w-123,0,0.1094096
sv02-170,0,0.10938669
sv05-028,0,0.10905587
svp-060,0,0.10866229
sv03.5-038,0,0.10851857
swsh5-50,0,0.1081456
sv10.5w-115,0,0.10792105
swsh5-87,0,0.10791607
sv02-217,0,0.10729839
sv02-101,0,0.107253045
svp-056,0,0.10709471
sv07-032,0,0.107060835
sv05-031,0,0.1066634
sv05-017,0,0.10646305
sv02-231,0,0.10638656
sv02-030,0,0.105920106
sv03.5-130,0,0.10588968
sv03.5-042,0,0.105116636
sv03.5-185,0,0.10498894
swsh5-150,0,0.104852736
sv07-046,0,0.104727246
svp-172,0,0.10449017
sv05-095,0,0.10441835
sv05-187,0,0.103897296
sv02-272,0,0.10364784
sv05-121,0,0.10222748
sv03.5-105,0,0.101723984
sv07-161,0,0.10163559
sv02-018,0,0.101523615
svp-142,0,0.10124934
sv05-215,0,0.100783855
sv03.5-065,0,0.10007006
sv05-191,0,0.09999688
sv07-040,0,0.09915614
sv05-163,0,0.09866903
sv03.5-146,0,0.098602615
swsh5-20,0,0.09850738
sv03.5-090,0,0.098396726
sv05-134,0,0.09829533
sv10.5w-020,0,0.098087616
sv03.5-106,0,0.09804495
sv07-030,0,0.09749894
sv05-049,0,0.097480915
swsh5-40,0,0.097472735
sv05-056,0,0.09734941
swsh5-151,0,0.09708281
sv10.5w-055,0,0.09698285
sv10.5w-013,0,0.096935555
sv05-079,0,0.09651529
sv02-134,0,0.096325584
sv07-151,0,0.096323654
svp-013,0,0.09629887
svp-182,0,0.09624669
sv02-103,0,0.09623018
sv05-186,0,0.09616706
svp-049,0,0.095506415
sv05-088,0,0.09532068
sv02-140,0,0.09516246
swsh5-21,0,0.09439734
sv02-050,0,0.0943073
sv03.5-192,0,0.094175786
svp-098,0,0.0939079
sv03.5-028,0,0.093869895
sv03.5-199,0,0.09364945
svp-104,0,0.09353309
svp-030,0,0.09351516
sv02-080,0,0.09350099
swsh5-47,0,0.09345071
sv02-036,0,0.09289617
sv05-119,0,0.09269036
svp-129,0,0.09240592
sv05-038,0,0.09214373
sv10.5w-064,0,0.091751814
sv07-090,0,0.09129994
svp-029,0,0.09099852
swsh5-84,0,0.09093599
svp-121,0,0.09080339
svp-120,0,0.09074352
svp-083,0,0.09030276
sv02-048,0,0.09029956
swsh5-48,0,0.09010229
sv07-038,0,0.09008955
sv10.5w-040,0,0.09007697
sv02-061,0,0.08999075
sv02-137,0,0.08963011
sv05-203,0,0.089465715
svp-127,0,0.08944206
sv03.5-150,0,0.08867954
svp-151,0,0.08854514
swsh5-51,0,0.087990366
sv02-092,0,0.0876725
sv10.5w-169,0,0.08763023
svp-132,0,0.08722808
sv10.5w-047,0,0.08680405
sv02-123,0,0.08675247
sv10.5w-061,0,0.086516455
svp-198,0,0.08642278
sv10.5w-042,0,0.08638509
swsh5-86,0,0.08608668
swsh5-146,0,0.08595832
sv10.5w-159,0,0.0855517
svp-145,0,0.08539734
sv10.5w-018,0,0.08528154
sv02-115,0,0.08512043
sv05-027,0,0.08480183
sv02-064,0,0.08466203
sv02-164,0,0.08459382
sv03.5-121,0,0.08393809
sv10.5w-048,0,0.08387778
svp-034,0,0.08357244
svp-007,0,0.083160505
svp-035,0,0.083024
sv02-029,0,0.08213932
sv05-052,1,0.0820782
swsh5-93,0,0.0820022
sv10.5w-098,0,0.08158762
sv03.5-145,0,0.08143879
sv03.5-141,0,0.08121762
svp-086,0,0.080541424
sv05-104,0,0.08051993
sv03.5-034,0,0.080381766
sv05-189,0,0.08036461
swsh5-85,0,0.08016473
sv05-217,0,0.08012914
svp-110,0,0.08002429
sv05-033,0,0.079696074
sv02-071,0,0.079522185
sv10.5w-043,0,0.079488166
sv05-106,0,0.07864794
sv05-080,0,0.07855206
swsh5-25,0,0.07809835
swsh5-58,0,0.0780956
sv05-035,0,0.077009186
sv05-193,0,0.07674106
svp-116,0,0.0766688
sv03.5-089,0,0.07640689
svp-091,0,0.076293886
swsh5-72,0,0.07613124
svp-164,0,0.0759082
sv03.5-107,0,0.07540189
sv02-143,0,0.07508355
sv02-099,0,0.07478065
swsh5-91,0,0.07402004
sv07-096,0,0.07394298
swsh5-63,0,0.0736578
svp-167,0,0.07344652
sv05-092,0,0.07308154
swsh5-61,0,0.073044136
svp-126,0,0.0729914
sv05-054,0,0.072830886
sv05-098,0,0.0721783
sv07-115,0,0.07181537
sv03.5-093,0,0.071630634
swsh5-103,0,0.07161424
sv03.5-110,0,0.07126818
swsh5-153,0,0.07120525
sv02-246,0,0.071133696
svp-074,0,0.07045644
sv07-158,0,0.070323795
sv02-235,0,0.07025925
sv05-206,0,0.069956966
sv10.5w-051,0,0.06966464
svp-178,0,0.06911109
sv02-082,0,0.06883277
svp-113,0,0.06739488
sv03.5-059,0,0.06726205
swsh5-168,0,0.0671876
sv07-050,0,0.06681643
sv02-041,0,0.06663986
sv10.5w-014,0,0.06657888
swsh5-142,0,0.06611116
sv05-123,0,0.065947354
sv02-052,0,0.065643094
sv05-122,0,0.06562968
sv02-273,0,0.06552446
sv07-071,0,0.06481628
sv03.5-126,0,0.064640574
sv03.5-031,0,0.06455558
swsh5-96,0,0.06426003
sv07-020,0,0.064016916
sv02-037,0,0.062062312
svp-017,0,0.060877528
sv02-088,0,0.060716134
svp-036,0,0.06049621
sv05-078,0,0.059846696
sv02-241,0,0.058648575
sv03.5-024,0,0.058625083
sv07-055,0,0.05814263
sv02-259,0,0.057917047
sv05-120,0,0.057173584
sv02-212,0,0.056927472
sv02-136,0,0.05686918
svp-146,0,0.056626983
sv05-111,0,0.056555983
swsh5-149,0,0.055822164
svp-067,0,0.05576957
svp-169,0,0.05513833
swsh5-100,0,0.054848112
svp-005,0,0.054821197
sv03.5-005,0,0.054431114
svp-078,0,0.05431204
svp-140,0,0.054134604
svp-068,0,0.053703032
sv03.5-135,0,0.053150255
sv03.5-091,0,0.052986365
svp-092,0,0.052941844
sv10.5w-062,0,0.05117563
sv05-037,0,0.049925435
sv07-107,0,0.049847156
sv02-148,0,0.049827557
svp-008,0,0.048560336
sv02-261,0,0.047902476
sv07-025,0,0.04763213
sv07-024,0,0.047617856
sv03.5-006,0,0.047425117
sv07-053,0,0.047202256
sv10.5w-107,0,0.04645011
sv02-032,0,0.04629507
sv05-135,0,0.04512802
sv05-192,0,0.04484632
sv05-034,0,0.044568148
sv05-032,0,0.04454326
sv02-131,0,0.043470774
swsh5-109,0,0.043461088
sv05-195,0,0.042635832
sv02-260,0,0.04261545
sv02-028,0,0.042380664
swsh5-28,0,0.042318717
sv05-109,0,0.041425053
sv02-153,0,0.039634537
svp-161,0,0.0384315
svp-084,0,0.038398065
swsh5-156,0,0.037889022
sv10.5w-056,0,0.037693035
sv02-021,0,0.035359707
swsh5-30,0,0.033240076
sv10.5w-143,0,0.03137208
sv03.5-136,0,0.024863789
sv02-098,0,0.0146512855
