card_id,set_codigo,era,numero,nome,image_url,label,rarity
sv05-082,TEF,SV,082,Meditite,https://assets.tcgdex.net/en/sv/sv05/082/high.png,0,Common
sv05-083,TEF,SV,083,Medicham,https://assets.tcgdex.net/en/sv/sv05/083/high.png,0,Common
sv05-084,TEF,SV,084,Relicanth,https://assets.tcgdex.net/en/sv/sv05/084/high.png,0,Rare
sv05-085,TEF,SV,085,Drilbur,https://assets.tcgdex.net/en/sv/sv05/085/high.png,0,Common
sv05-086,TEF,SV,086,Excadrill,https://assets.tcgdex.net/en/sv/sv05/086/high.png,0,Uncommon
sv05-087,TEF,SV,087,Golett,https://assets.tcgdex.net/en/sv/sv05/087/high.png,0,Common
sv05-088,TEF,SV,088,Golurk,https://assets.tcgdex.net/en/sv/sv05/088/high.png,0,Uncommon
sv05-089,TEF,SV,089,Rockruff,https://assets.tcgdex.net/en/sv/sv05/089/high.png,0,Common
sv05-090,TEF,SV,090,Lycanroc,https://assets.tcgdex.net/en/sv/sv05/090/high.png,0,Uncommon
sv05-091,TEF,SV,091,Mudbray,https://assets.tcgdex.net/en/sv/sv05/091/high.png,0,Common
sv05-092,TEF,SV,092,Mudsdale,https://assets.tcgdex.net/en/sv/sv05/092/high.png,0,Uncommon
sv05-093,TEF,SV,093,Rolycoly,https://assets.tcgdex.net/en/sv/sv05/093/high.png,0,Common
sv05-094,TEF,SV,094,Carkol,https://assets.tcgdex.net/en/sv/sv05/094/high.png,0,Common
sv05-095,TEF,SV,095,Coalossal,https://assets.tcgdex.net/en/sv/sv05/095/high.png,0,Uncommon
sv05-096,TEF,SV,096,Great Tusk,https://assets.tcgdex.net/en/sv/sv05/096/high.png,0,Uncommon
sv05-097,TEF,SV,097,Great Tusk,https://assets.tcgdex.net/en/sv/sv05/097/high.png,0,Uncommon
sv05-098,TEF,SV,098,Sandy Shocks,https://assets.tcgdex.net/en/sv/sv05/098/high.png,0,Uncommon
sv05-099,TEF,SV,099,Iron Boulder ex,https://assets.tcgdex.net/en/sv/sv05/099/high.png,0,Double rare
sv05-100,TEF,SV,100,Ekans,https://assets.tcgdex.net/en/sv/sv05/100/high.png,0,Common
sv05-101,TEF,SV,101,Arbok,https://assets.tcgdex.net/en/sv/sv05/101/high.png,0,Common
sv05-102,TEF,SV,102,Gastly,https://assets.tcgdex.net/en/sv/sv05/102/high.png,0,Common
sv05-103,TEF,SV,103,Haunter,https://assets.tcgdex.net/en/sv/sv05/103/high.png,0,Common
sv05-104,TEF,SV,104,Gengar ex,https://assets.tcgdex.net/en/sv/sv05/104/high.png,0,Double rare
sv05-105,TEF,SV,105,Poochyena,https://assets.tcgdex.net/en/sv/sv05/105/high.png,0,Common
sv05-106,TEF,SV,106,Mightyena,https://assets.tcgdex.net/en/sv/sv05/106/high.png,0,Common
sv05-107,TEF,SV,107,Sableye,https://assets.tcgdex.net/en/sv/sv05/107/high.png,0,Uncommon
sv05-108,TEF,SV,108,Farigiraf ex,https://assets.tcgdex.net/en/sv/sv05/108/high.png,0,Double rare
sv05-109,TEF,SV,109,Roaring Moon,https://assets.tcgdex.net/en/sv/sv05/109/high.png,0,Rare
sv05-110,TEF,SV,110,Forretress,https://assets.tcgdex.net/en/sv/sv05/110/high.png,0,Uncommon
sv05-111,TEF,SV,111,Scizor ex,https://assets.tcgdex.net/en/sv/sv05/111/high.png,0,Double rare
sv05-112,TEF,SV,112,Mawile,https://assets.tcgdex.net/en/sv/sv05/112/high.png,0,Common
sv05-113,TEF,SV,113,Beldum,https://assets.tcgdex.net/en/sv/sv05/113/high.png,0,Common
sv05-114,TEF,SV,114,Metang,https://assets.tcgdex.net/en/sv/sv05/114/high.png,0,Common
sv05-115,TEF,SV,115,Metagross,https://assets.tcgdex.net/en/sv/sv05/115/high.png,0,Uncommon
sv05-116,TEF,SV,116,Meltan,https://assets.tcgdex.net/en/sv/sv05/116/high.png,0,Common
sv05-117,TEF,SV,117,Melmetal,https://assets.tcgdex.net/en/sv/sv05/117/high.png,0,Rare
sv05-118,TEF,SV,118,Iron Treads,https://assets.tcgdex.net/en/sv/sv05/118/high.png,0,Uncommon
sv05-119,TEF,SV,119,Koraidon,https://assets.tcgdex.net/en/sv/sv05/119/high.png,0,Rare
sv05-120,TEF,SV,120,Koraidon ex,https://assets.tcgdex.net/en/sv/sv05/120/high.png,0,Double rare
sv05-121,TEF,SV,121,Miraidon,https://assets.tcgdex.net/en/sv/sv05/121/high.png,0,Rare
sv05-122,TEF,SV,122,Miraidon ex,https://assets.tcgdex.net/en/sv/sv05/122/high.png,0,Double rare
sv05-123,TEF,SV,123,Raging Bolt ex,https://assets.tcgdex.net/en/sv/sv05/123/high.png,0,Double rare
sv05-124,TEF,SV,124,Lickitung,https://assets.tcgdex.net/en/sv/sv05/124/high.png,0,Common
sv05-125,TEF,SV,125,Lickilicky,https://assets.tcgdex.net/en/sv/sv05/125/high.png,0,Common
sv05-126,TEF,SV,126,Hoothoot,https://assets.tcgdex.net/en/sv/sv05/126/high.png,0,Common
sv05-127,TEF,SV,127,Noctowl,https://assets.tcgdex.net/en/sv/sv05/127/high.png,0,Common
sv05-128,TEF,SV,128,Dunsparce,https://assets.tcgdex.net/en/sv/sv05/128/high.png,0,Common
sv05-129,TEF,SV,129,Dudunsparce,https://assets.tcgdex.net/en/sv/sv05/129/high.png,0,Rare
sv05-130,TEF,SV,130,Skitty,https://assets.tcgdex.net/en/sv/sv05/130/high.png,0,Common
sv05-131,TEF,SV,131,Delcatty,https://assets.tcgdex.net/en/sv/sv05/131/high.png,0,Uncommon
sv05-132,TEF,SV,132,Chatot,https://assets.tcgdex.net/en/sv/sv05/132/high.png,0,Common
sv05-133,TEF,SV,133,Pidove,https://assets.tcgdex.net/en/sv/sv05/133/high.png,0,Common
sv05-134,TEF,SV,134,Tranquill,https://assets.tcgdex.net/en/sv/sv05/134/high.png,0,Common
sv05-135,TEF,SV,135,Unfezant,https://assets.tcgdex.net/en/sv/sv05/135/high.png,0,Uncommon
sv05-136,TEF,SV,136,Minccino,https://assets.tcgdex.net/en/sv/sv05/136/high.png,0,Common
sv05-137,TEF,SV,137,Cinccino,https://assets.tcgdex.net/en/sv/sv05/137/high.png,0,Uncommon
sv05-138,TEF,SV,138,Drampa,https://assets.tcgdex.net/en/sv/sv05/138/high.png,0,Rare
sv05-139,TEF,SV,139,Iron Jugulis,https://assets.tcgdex.net/en/sv/sv05/139/high.png,0,Uncommon
sv05-163,TEF,SV,163,Shiftry,https://assets.tcgdex.net/en/sv/sv05/163/high.png,0,Illustration rare
sv05-164,TEF,SV,164,Grotle,https://assets.tcgdex.net/en/sv/sv05/164/high.png,0,Illustration rare
sv05-165,TEF,SV,165,Deerling,https://assets.tcgdex.net/en/sv/sv05/165/high.png,0,Illustration rare
sv05-166,TEF,SV,166,Sawsbuck,https://assets.tcgdex.net/en/sv/sv05/166/high.png,0,Illustration rare
sv05-167,TEF,SV,167,Litten,https://assets.tcgdex.net/en/sv/sv05/167/high.png,0,Illustration rare
sv05-168,TEF,SV,168,Snom,https://assets.tcgdex.net/en/sv/sv05/168/high.png,0,Illustration rare
sv05-169,TEF,SV,169,Charjabug,https://assets.tcgdex.net/en/sv/sv05/169/high.png,0,Illustration rare
sv05-170,TEF,SV,170,Bronzor,https://assets.tcgdex.net/en/sv/sv05/170/high.png,0,Illustration rare
sv05-171,TEF,SV,171,Reuniclus,https://assets.tcgdex.net/en/sv/sv05/171/high.png,0,Illustration rare
sv05-172,TEF,SV,172,Cutiefly,https://assets.tcgdex.net/en/sv/sv05/172/high.png,0,Illustration rare
sv05-173,TEF,SV,173,Relicanth,https://assets.tcgdex.net/en/sv/sv05/173/high.png,0,Illustration rare
sv05-174,TEF,SV,174,Excadrill,https://assets.tcgdex.net/en/sv/sv05/174/high.png,0,Illustration rare
sv05-175,TEF,SV,175,Mudsdale,https://assets.tcgdex.net/en/sv/sv05/175/high.png,0,Illustration rare
sv05-176,TEF,SV,176,Arbok,https://assets.tcgdex.net/en/sv/sv05/176/high.png,0,Illustration rare
sv05-177,TEF,SV,177,Gastly,https://assets.tcgdex.net/en/sv/sv05/177/high.png,0,Illustration rare
sv05-178,TEF,SV,178,Metagross,https://assets.tcgdex.net/en/sv/sv05/178/high.png,0,Illustration rare
sv05-179,TEF,SV,179,Meltan,https://assets.tcgdex.net/en/sv/sv05/179/high.png,0,Illustration rare
sv05-180,TEF,SV,180,Lickitung,https://assets.tcgdex.net/en/sv/sv05/180/high.png,0,Illustration rare
sv05-181,TEF,SV,181,Chatot,https://assets.tcgdex.net/en/sv/sv05/181/high.png,0,Illustration rare
sv05-182,TEF,SV,182,Minccino,https://assets.tcgdex.net/en/sv/sv05/182/high.png,0,Illustration rare
sv05-183,TEF,SV,183,Cinccino,https://assets.tcgdex.net/en/sv/sv05/183/high.png,0,Illustration rare
sv05-184,TEF,SV,184,Drampa,https://assets.tcgdex.net/en/sv/sv05/184/high.png,0,Illustration rare
sv05-185,TEF,SV,185,Torterra ex,https://assets.tcgdex.net/en/sv/sv05/185/high.png,0,Ultra Rare
sv05-186,TEF,SV,186,Iron Leaves ex,https://assets.tcgdex.net/en/sv/sv05/186/high.png,0,Ultra Rare
sv05-187,TEF,SV,187,Incineroar ex,https://assets.tcgdex.net/en/sv/sv05/187/high.png,0,Ultra Rare
sv05-188,TEF,SV,188,Gouging Fire ex,https://assets.tcgdex.net/en/sv/sv05/188/high.png,0,Ultra Rare
sv05-189,TEF,SV,189,Walking Wake ex,https://assets.tcgdex.net/en/sv/sv05/189/high.png,0,Ultra Rare
sv05-190,TEF,SV,190,Wugtrio ex,https://assets.tcgdex.net/en/sv/sv05/190/high.png,0,Ultra Rare
sv05-191,TEF,SV,191,Iron Crown ex,https://assets.tcgdex.net/en/sv/sv05/191/high.png,0,Ultra Rare
sv05-192,TEF,SV,192,Iron Boulder ex,https://assets.tcgdex.net/en/sv/sv05/192/high.png,0,Ultra Rare
sv05-193,TEF,SV,193,Gengar ex,https://assets.tcgdex.net/en/sv/sv05/193/high.png,0,Ultra Rare
sv05-194,TEF,SV,194,Farigiraf ex,https://assets.tcgdex.net/en/sv/sv05/194/high.png,0,Ultra Rare
sv05-195,TEF,SV,195,Scizor ex,https://assets.tcgdex.net/en/sv/sv05/195/high.png,0,Ultra Rare
sv05-196,TEF,SV,196,Raging Bolt ex,https://assets.tcgdex.net/en/sv/sv05/196/high.png,0,Ultra Rare
sv05-203,TEF,SV,203,Iron Leaves ex,https://assets.tcgdex.net/en/sv/sv05/203/high.png,0,Special illustration rare
sv05-204,TEF,SV,204,Gouging Fire ex,https://assets.tcgdex.net/en/sv/sv05/204/high.png,0,Special illustration rare
sv05-205,TEF,SV,205,Walking Wake ex,https://assets.tcgdex.net/en/sv/sv05/205/high.png,0,Special illustration rare
sv05-206,TEF,SV,206,Iron Crown ex,https://assets.tcgdex.net/en/sv/sv05/206/high.png,0,Special illustration rare
sv05-207,TEF,SV,207,Iron Boulder ex,https://assets.tcgdex.net/en/sv/sv05/207/high.png,0,Special illustration rare
sv05-208,TEF,SV,208,Raging Bolt ex,https://assets.tcgdex.net/en/sv/sv05/208/high.png,0,Special illustration rare
sv05-213,TEF,SV,213,Iron Leaves ex,https://assets.tcgdex.net/en/sv/sv05/213/high.png,0,Hyper rare
sv05-214,TEF,SV,214,Gouging Fire ex,https://assets.tcgdex.net/en/sv/sv05/214/high.png,0,Hyper rare
sv05-215,TEF,SV,215,Walking Wake ex,https://assets.tcgdex.net/en/sv/sv05/215/high.png,0,Hyper rare
sv05-216,TEF,SV,216,Iron Crown ex,https://assets.tcgdex.net/en/sv/sv05/216/high.png,0,Hyper rare
sv05-217,TEF,SV,217,Iron Boulder ex,https://assets.tcgdex.net/en/sv/sv05/217/high.png,0,Hyper rare
sv05-218,TEF,SV,218,Raging Bolt ex,https://assets.tcgdex.net/en/sv/sv05/218/high.png,0,Hyper rare
sv06-001,TWM,SV,001,Tangela,https://assets.tcgdex.net/en/sv/sv06/001/high.png,0,Common
sv06-002,TWM,SV,002,Tangrowth,https://assets.tcgdex.net/en/sv/sv06/002/high.png,0,Common
sv06-003,TWM,SV,003,Pinsir,https://assets.tcgdex.net/en/sv/sv06/003/high.png,0,Common
sv06-004,TWM,SV,004,Spinarak,https://assets.tcgdex.net/en/sv/sv06/004/high.png,0,Common
sv06-005,TWM,SV,005,Ariados,https://assets.tcgdex.net/en/sv/sv06/005/high.png,0,Uncommon
sv06-006,TWM,SV,006,Sunkern,https://assets.tcgdex.net/en/sv/sv06/006/high.png,0,Common
sv06-007,TWM,SV,007,Sunflora,https://assets.tcgdex.net/en/sv/sv06/007/high.png,0,Uncommon
sv06-008,TWM,SV,008,Heracross,https://assets.tcgdex.net/en/sv/sv06/008/high.png,0,Uncommon
sv06-009,TWM,SV,009,Volbeat,https://assets.tcgdex.net/en/sv/sv06/009/high.png,0,Common
sv06-010,TWM,SV,010,Illumise,https://assets.tcgdex.net/en/sv/sv06/010/high.png,0,Common
sv06-011,TWM,SV,011,Leafeon,https://assets.tcgdex.net/en/sv/sv06/011/high.png,0,Uncommon
sv06-012,TWM,SV,012,Phantump,https://assets.tcgdex.net/en/sv/sv06/012/high.png,0,Common
sv06-013,TWM,SV,013,Trevenant,https://assets.tcgdex.net/en/sv/sv06/013/high.png,0,Common
sv06-014,TWM,SV,014,Grookey,https://assets.tcgdex.net/en/sv/sv06/014/high.png,0,Common
sv06-015,TWM,SV,015,Thwackey,https://assets.tcgdex.net/en/sv/sv06/015/high.png,0,Common
sv06-016,TWM,SV,016,Rillaboom,https://assets.tcgdex.net/en/sv/sv06/016/high.png,0,Uncommon
sv06-017,TWM,SV,017,Applin,https://assets.tcgdex.net/en/sv/sv06/017/high.png,0,Common
sv06-018,TWM,SV,018,Dipplin,https://assets.tcgdex.net/en/sv/sv06/018/high.png,0,Uncommon
sv06-019,TWM,SV,019,Iron Leaves,https://assets.tcgdex.net/en/sv/sv06/019/high.png,0,Rare
sv06-020,TWM,SV,020,Poltchageist,https://assets.tcgdex.net/en/sv/sv06/020/high.png,0,Common
sv06-021,TWM,SV,021,Poltchageist,https://assets.tcgdex.net/en/sv/sv06/021/high.png,0,Common
sv06-022,TWM,SV,022,Sinistcha,https://assets.tcgdex.net/en/sv/sv06/022/high.png,0,Rare
sv06-023,TWM,SV,023,Sinistcha ex,https://assets.tcgdex.net/en/sv/sv06/023/high.png,0,Double rare
sv06-024,TWM,SV,024,Teal Mask Ogerpon,https://assets.tcgdex.net/en/sv/sv06/024/high.png,0,Rare
sv06-025,TWM,SV,025,Teal Mask Ogerpon ex,https://assets.tcgdex.net/en/sv/sv06/025/high.png,0,Double rare
sv06-026,TWM,SV,026,Vulpix,https://assets.tcgdex.net/en/sv/sv06/026/high.png,0,Common
sv06-027,TWM,SV,027,Ninetales,https://assets.tcgdex.net/en/sv/sv06/027/high.png,0,Common
sv06-028,TWM,SV,028,Slugma,https://assets.tcgdex.net/en/sv/sv06/028/high.png,0,Common
sv06-029,TWM,SV,029,Magcargo ex,https://assets.tcgdex.net/en/sv/sv06/029/high.png,0,Double rare
sv06-030,TWM,SV,030,Torkoal,https://assets.tcgdex.net/en/sv/sv06/030/high.png,0,Common
sv06-031,TWM,SV,031,Chimchar,https://assets.tcgdex.net/en/sv/sv06/031/high.png,0,Common
sv06-032,TWM,SV,032,Monferno,https://assets.tcgdex.net/en/sv/sv06/032/high.png,0,Common
sv06-033,TWM,SV,033,Infernape,https://assets.tcgdex.net/en/sv/sv06/033/high.png,0,Rare
sv06-034,TWM,SV,034,Darumaka,https://assets.tcgdex.net/en/sv/sv06/034/high.png,0,Common
sv06-035,TWM,SV,035,Darmanitan,https://assets.tcgdex.net/en/sv/sv06/035/high.png,0,Uncommon
sv06-036,TWM,SV,036,Litwick,https://assets.tcgdex.net/en/sv/sv06/036/high.png,0,Common
sv06-037,TWM,SV,037,Lampent,https://assets.tcgdex.net/en/sv/sv06/037/high.png,0,Common
sv06-038,TWM,SV,038,Chandelure,https://assets.tcgdex.net/en/sv/sv06/038/high.png,0,Rare
sv06-039,TWM,SV,039,Chi-Yu,https://assets.tcgdex.net/en/sv/sv06/039/high.png,0,Uncommon
sv06-040,TWM,SV,040,Hearthflame Mask Ogerpon ex,https://assets.tcgdex.net/en/sv/sv06/040/high.png,0,Double rare
sv06-041,TWM,SV,041,Poliwag,https://assets.tcgdex.net/en/sv/sv06/041/high.png,0,Common
sv06-042,TWM,SV,042,Poliwhirl,https://assets.tcgdex.net/en/sv/sv06/042/high.png,0,Common
sv06-043,TWM,SV,043,Poliwrath,https://assets.tcgdex.net/en/sv/sv06/043/high.png,0,Uncommon
sv06-044,TWM,SV,044,Goldeen,https://assets.tcgdex.net/en/sv/sv06/044/high.png,0,Common
sv06-045,TWM,SV,045,Seaking,https://assets.tcgdex.net/en/sv/sv06/045/high.png,0,Common
sv06-046,TWM,SV,046,Jynx,https://assets.tcgdex.net/en/sv/sv06/046/high.png,0,Common
sv06-047,TWM,SV,047,Corphish,https://assets.tcgdex.net/en/sv/sv06/047/high.png,0,Common
sv06-048,TWM,SV,048,Crawdaunt,https://assets.tcgdex.net/en/sv/sv06/048/high.png,0,Common
sv06-049,TWM,SV,049,Feebas,https://assets.tcgdex.net/en/sv/sv06/049/high.png,0,Common
sv06-050,TWM,SV,050,Milotic,https://assets.tcgdex.net/en/sv/sv06/050/high.png,0,Uncommon
sv06-051,TWM,SV,051,Snorunt,https://assets.tcgdex.net/en/sv/sv06/051/high.png,0,Common
sv06-052,TWM,SV,052,Glalie,https://assets.tcgdex.net/en/sv/sv06/052/high.png,0,Uncommon
sv06-053,TWM,SV,053,Froslass,https://assets.tcgdex.net/en/sv/sv06/053/high.png,0,Rare
sv06-054,TWM,SV,054,Glaceon,https://assets.tcgdex.net/en/sv/sv06/054/high.png,0,Uncommon
sv06-055,TWM,SV,055,Phione,https://assets.tcgdex.net/en/sv/sv06/055/high.png,0,Common
sv06-056,TWM,SV,056,Froakie,https://assets.tcgdex.net/en/sv/sv06/056/high.png,0,Common
sv06-057,TWM,SV,057,Frogadier,https://assets.tcgdex.net/en/sv/sv06/057/high.png,0,Common
sv06-058,TWM,SV,058,Cramorant,https://assets.tcgdex.net/en/sv/sv06/058/high.png,0,Uncommon
sv06-059,TWM,SV,059,Finizen,https://assets.tcgdex.net/en/sv/sv06/059/high.png,0,Common
sv06-060,TWM,SV,060,Palafin,https://assets.tcgdex.net/en/sv/sv06/060/high.png,0,Uncommon
sv06-061,TWM,SV,061,Palafin ex,https://assets.tcgdex.net/en/sv/sv06/061/high.png,0,Double rare
sv06-062,TWM,SV,062,Iron Bundle,https://assets.tcgdex.net/en/sv/sv06/062/high.png,0,Uncommon
sv06-063,TWM,SV,063,Walking Wake,https://assets.tcgdex.net/en/sv/sv06/063/high.png,0,Rare
sv06-064,TWM,SV,064,Wellspring Mask Ogerpon ex,https://assets.tcgdex.net/en/sv/sv06/064/high.png,0,Double rare
sv06-065,TWM,SV,065,Zapdos,https://assets.tcgdex.net/en/sv/sv06/065/high.png,0,Rare
sv06-066,TWM,SV,066,Shinx,https://assets.tcgdex.net/en/sv/sv06/066/high.png,0,Common
sv06-067,TWM,SV,067,Luxio,https://assets.tcgdex.net/en/sv/sv06/067/high.png,0,Common
sv06-068,TWM,SV,068,Luxray ex,https://assets.tcgdex.net/en/sv/sv06/068/high.png,0,Double rare
sv06-069,TWM,SV,069,Emolga,https://assets.tcgdex.net/en/sv/sv06/069/high.png,0,Common
sv06-070,TWM,SV,070,Helioptile,https://assets.tcgdex.net/en/sv/sv06/070/high.png,0,Common
sv06-071,TWM,SV,071,Heliolisk,https://assets.tcgdex.net/en/sv/sv06/071/high.png,0,Common
sv06-072,TWM,SV,072,Morpeko,https://assets.tcgdex.net/en/sv/sv06/072/high.png,0,Uncommon
sv06-073,TWM,SV,073,Tadbulb,https://assets.tcgdex.net/en/sv/sv06/073/high.png,0,Common
sv06-074,TWM,SV,074,Bellibolt,https://assets.tcgdex.net/en/sv/sv06/074/high.png,0,Uncommon
sv06-075,TWM,SV,075,Wattrel,https://assets.tcgdex.net/en/sv/sv06/075/high.png,0,Common
sv06-076,TWM,SV,076,Kilowattrel,https://assets.tcgdex.net/en/sv/sv06/076/high.png,0,Uncommon
sv06-077,TWM,SV,077,Iron Thorns ex,https://assets.tcgdex.net/en/sv/sv06/077/high.png,0,Double rare
sv06-078,TWM,SV,078,Clefairy,https://assets.tcgdex.net/en/sv/sv06/078/high.png,0,Common
sv06-079,TWM,SV,079,Clefable,https://assets.tcgdex.net/en/sv/sv06/079/high.png,0,Uncommon
sv06-080,TWM,SV,080,Abra,https://assets.tcgdex.net/en/sv/sv06/080/high.png,0,Common
sv06-081,TWM,SV,081,Kadabra,https://assets.tcgdex.net/en/sv/sv06/081/high.png,0,Common
sv06-082,TWM,SV,082,Alakazam,https://assets.tcgdex.net/en/sv/sv06/082/high.png,0,Rare
sv06-083,TWM,SV,083,Girafarig,https://assets.tcgdex.net/en/sv/sv06/083/high.png,0,Common
sv06-084,TWM,SV,084,Farigiraf,https://assets.tcgdex.net/en/sv/sv06/084/high.png,0,Uncommon
sv06-085,TWM,SV,085,Chimecho,https://assets.tcgdex.net/en/sv/sv06/085/high.png,0,Common
sv06-086,TWM,SV,086,Flabébé,https://assets.tcgdex.net/en/sv/sv06/086/high.png,0,Common
sv06-087,TWM,SV,087,Floette,https://assets.tcgdex.net/en/sv/sv06/087/high.png,0,Common
sv06-088,TWM,SV,088,Florges,https://assets.tcgdex.net/en/sv/sv06/088/high.png,0,Uncommon
sv06-089,TWM,SV,089,Swirlix,https://assets.tcgdex.net/en/sv/sv06/089/high.png,0,Common
sv06-090,TWM,SV,090,Slurpuff,https://assets.tcgdex.net/en/sv/sv06/090/high.png,0,Uncommon
sv06-091,TWM,SV,091,Sandygast,https://assets.tcgdex.net/en/sv/sv06/091/high.png,0,Common
sv06-092,TWM,SV,092,Palossand,https://assets.tcgdex.net/en/sv/sv06/092/high.png,0,Common
sv06-093,TWM,SV,093,Enamorus,https://assets.tcgdex.net/en/sv/sv06/093/high.png,0,Rare
sv06-094,TWM,SV,094,Scream Tail ex,https://assets.tcgdex.net/en/sv/sv06/094/high.png,0,Double rare
sv06-095,TWM,SV,095,Munkidori,https://assets.tcgdex.net/en/sv/sv06/095/high.png,0,Rare
sv06-096,TWM,SV,096,Fezandipiti,https://assets.tcgdex.net/en/sv/sv06/096/high.png,0,Rare
sv06-097,TWM,SV,097,Sandshrew,https://assets.tcgdex.net/en/sv/sv06/097/high.png,0,Common
sv06-098,TWM,SV,098,Sandslash,https://assets.tcgdex.net/en/sv/sv06/098/high.png,0,Uncommon
sv06-099,TWM,SV,099,Hisuian Growlithe,https://assets.tcgdex.net/en/sv/sv06/099/high.png,0,Common
sv06-100,TWM,SV,100,Hisuian Arcanine,https://assets.tcgdex.net/en/sv/sv06/100/high.png,0,Rare
sv06-101,TWM,SV,101,Nosepass,https://assets.tcgdex.net/en/sv/sv06/101/high.png,0,Common
sv06-102,TWM,SV,102,Probopass,https://assets.tcgdex.net/en/sv/sv06/102/high.png,0,Uncommon
sv06-103,TWM,SV,103,Timburr,https://assets.tcgdex.net/en/sv/sv06/103/high.png,0,Common
sv06-104,TWM,SV,104,Gurdurr,https://assets.tcgdex.net/en/sv/sv06/104/high.png,0,Common
sv06-105,TWM,SV,105,Conkeldurr,https://assets.tcgdex.net/en/sv/sv06/105/high.png,0,Uncommon
sv06-106,TWM,SV,106,Greninja ex,https://assets.tcgdex.net/en/sv/sv06/106/high.png,0,Double rare
sv06-107,TWM,SV,107,Hawlucha,https://assets.tcgdex.net/en/sv/sv06/107/high.png,0,Common
sv06-108,TWM,SV,108,Glimmet,https://assets.tcgdex.net/en/sv/sv06/108/high.png,0,Common
sv06-109,TWM,SV,109,Glimmora,https://assets.tcgdex.net/en/sv/sv06/109/high.png,0,Uncommon
sv06-110,TWM,SV,110,Ting-Lu,https://assets.tcgdex.net/en/sv/sv06/110/high.png,0,Rare
sv06-111,TWM,SV,111,Okidogi,https://assets.tcgdex.net/en/sv/sv06/111/high.png,0,Rare
sv06-112,TWM,SV,112,Cornerstone Mask Ogerpon ex,https://assets.tcgdex.net/en/sv/sv06/112/high.png,0,Double rare
sv06-113,TWM,SV,113,Poochyena,https://assets.tcgdex.net/en/sv/sv06/113/high.png,0,Common
sv06-114,TWM,SV,114,Mightyena,https://assets.tcgdex.net/en/sv/sv06/114/high.png,0,Uncommon
sv06-115,TWM,SV,115,Venipede,https://assets.tcgdex.net/en/sv/sv06/115/high.png,0,Common
sv06-116,TWM,SV,116,Whirlipede,https://assets.tcgdex.net/en/sv/sv06/116/high.png,0,Common
sv06-117,TWM,SV,117,Scolipede,https://assets.tcgdex.net/en/sv/sv06/117/high.png,0,Uncommon
sv06-118,TWM,SV,118,Brute Bonnet,https://assets.tcgdex.net/en/sv/sv06/118/high.png,0,Uncommon
sv06-119,TWM,SV,119,Skarmory,https://assets.tcgdex.net/en/sv/sv06/119/high.png,0,Common
sv06-120,TWM,SV,120,Aron,https://assets.tcgdex.net/en/sv/sv06/120/high.png,0,Common
sv06-121,TWM,SV,121,Lairon,https://assets.tcgdex.net/en/sv/sv06/121/high.png,0,Common
sv06-122,TWM,SV,122,Aggron,https://assets.tcgdex.net/en/sv/sv06/122/high.png,0,Uncommon
sv06-123,TWM,SV,123,Heatran,https://assets.tcgdex.net/en/sv/sv06/123/high.png,0,Rare
sv06-124,TWM,SV,124,Varoom,https://assets.tcgdex.net/en/sv/sv06/124/high.png,0,Common
sv06-125,TWM,SV,125,Revavroom,https://assets.tcgdex.net/en/sv/sv06/125/high.png,0,Uncommon
sv06-126,TWM,SV,126,Applin,https://assets.tcgdex.net/en/sv/sv06/126/high.png,0,Common
sv06-127,TWM,SV,127,Dipplin,https://assets.tcgdex.net/en/sv/sv06/127/high.png,0,Uncommon
sv06-128,TWM,SV,128,Dreepy,https://assets.tcgdex.net/en/sv/sv06/128/high.png,0,Common
sv06-129,TWM,SV,129,Drakloak,https://assets.tcgdex.net/en/sv/sv06/129/high.png,0,Common
sv06-130,TWM,SV,130,Dragapult ex,https://assets.tcgdex.net/en/sv/sv06/130/high.png,0,Double rare
sv06-131,TWM,SV,131,Tatsugiri,https://assets.tcgdex.net/en/sv/sv06/131/high.png,0,Uncommon
sv06-132,TWM,SV,132,Farfetch'd,https://assets.tcgdex.net/en/sv/sv06/132/high.png,0,Common
sv06-133,TWM,SV,133,Chansey,https://assets.tcgdex.net/en/sv/sv06/133/high.png,0,Common
sv06-134,TWM,SV,134,Blissey ex,https://assets.tcgdex.net/en/sv/sv06/134/high.png,0,Double rare
sv06-135,TWM,SV,135,Eevee,https://assets.tcgdex.net/en/sv/sv06/135/high.png,0,Common
sv06-136,TWM,SV,136,Snorlax,https://assets.tcgdex.net/en/sv/sv06/136/high.png,0,Uncommon
sv06-137,TWM,SV,137,Aipom,https://assets.tcgdex.net/en/sv/sv06/137/high.png,0,Common
sv06-138,TWM,SV,138,Ambipom,https://assets.tcgdex.net/en/sv/sv06/138/high.png,0,Uncommon
sv06-139,TWM,SV,139,Ducklett,https://assets.tcgdex.net/en/sv/sv06/139/high.png,0,Common
sv06-140,TWM,SV,140,Swanna,https://assets.tcgdex.net/en/sv/sv06/140/high.png,0,Uncommon
sv06-141,TWM,SV,141,Bloodmoon Ursaluna ex,https://assets.tcgdex.net/en/sv/sv06/141/high.png,0,Double rare
sv06-168,TWM,SV,168,Pinsir,https://assets.tcgdex.net/en/sv/sv06/168/high.png,0,Illustration rare
sv06-169,TWM,SV,169,Sunflora,https://assets.tcgdex.net/en/sv/sv06/169/high.png,0,Illustration rare
